gene_id	start	stop	strand	gene_name	product	tu	chromosome	protein_id	taxid	TF_name	TF_K12_ortho	gene_synonyms	protein_synonyms
STM14_RS00045	4991	5548	R	STM14_RS00045	membrane protein,membrane protein	STM14_RS00045	NC_016855.1	WP_000725062.1	588858	NA	NA	STM14_RS00045,WP_000725062.1,RS00045	WP_000725062.1,membrane protein
STM14_RS00590	5114	5887	R	yaaA	peroxide stress protein,peroxide stress protein YaaA	yaaA	NC_016856.1	WP_000906175.1	588858	NA	NA	STM14_RS00590,yaaA,WP_000906175.1,RS00590	WP_000906175.1,peroxide stress protein,YaaA
STM14_RS00050	5638	6537	R	STM14_RS00050	membrane protein,membrane protein	STM14_RS00050	NC_016855.1	WP_010999938.1	588858	NA	NA	STM14_RS00050,WP_010999938.1,RS00050	WP_010999938.1,membrane protein
STM14_RS00595	5966	7396	R	STM14_RS00595	sodium:alanine symporter family protein,sodium:alanine symporter family protein	STM14_RS00595	NC_016856.1	WP_001113820.1	588858	NA	NA	STM14_RS00595,WP_001113820.1,RS00595	WP_001113820.1,sodium:alanine symporter family protein
STM14_RS00055	6670	7323	R	STM14_RS00055	thiol:disulfide interchange protein,thiol:disulfide interchange protein	STM14_RS00055	NC_016855.1	WP_000178592.1	588858	NA	NA	STM14_RS00055,WP_000178592.1,RS00055	WP_000178592.1,thiol:disulfide interchange protein
STM14_RS00060	7568	7918	R	STM14_RS00060	LuxR family transcriptional regulator,LuxR family transcriptional regulator	pefI // STM14_RS00060	NC_016855.1	WP_001526811.1	588858	GerE	-	STM14_RS00060,WP_001526811.1,RS00060,PF00196.18	WP_001526811.1,LuxR family transcriptional regulator,GerE
STM14_RS00600	7665	8618	D	STM14_RS00600	transaldolase,transaldolase	STM14_RS00600	NC_016856.1	WP_000130175.1	588858	NA	NA	STM14_RS00600,WP_000130175.1,RS00600	WP_000130175.1,transaldolase
STM14_RS00065	7903	8115	R	pefI	Plasmid-encoded fimbriae regulatory,hypothetical protein	pefI // STM14_RS00060	NC_016855.1	WP_000004313.1	588858	NA	NA	STM14_RS00065,pefI,WP_000004313.1,RS00065	WP_000004313.1,PefI,Plasmid-encoded fimbriae regulatory
STM14_RS00070	8547	9422	R	orf6	Putative outer membrane protein,hypothetical protein	orf6	NC_016855.1	WP_014343944.1	588858	NA	NA	STM14_RS00070,orf6,WP_014343944.1,RS00070	WP_014343944.1,Putative outer membrane protein
STM14_RS00605	8729	9319	D	STM14_RS00605	molybdopterin adenylyltransferase,molybdopterin adenylyltransferase	STM14_RS00605	NC_016856.1	WP_000380372.1	588858	NA	NA	STM14_RS00605,WP_000380372.1,RS00605	WP_000380372.1,molybdopterin adenylyltransferase
STM14_RS00610	9376	9942	R	STM14_RS00610	hypothetical protein,hypothetical protein	STM14_RS00610	NC_016856.1	WP_000528527.1	588858	NA	NA	STM14_RS00610,WP_000528527.1,RS00610	WP_000528527.1,hypothetical protein
STM14_RS00075	9675	10232	R	STM14_RS00075	membrane protein,membrane protein	pefC // STM14_RS00080 // STM14_RS00075	NC_016855.1	WP_010999940.1	588858	NA	NA	STM14_RS00075,WP_010999940.1,RS00075	WP_010999940.1,membrane protein
STM14_RS00615	10092	10805	R	STM14_RS00615	hypothetical protein,hypothetical protein	STM14_RS00620 // STM14_RS00615	NC_016856.1	WP_001103477.1	588858	NA	NA	STM14_RS00615,WP_001103477.1,RS00615	WP_001103477.1,hypothetical protein
STM14_RS00080	10247	10939	R	STM14_RS00080	fimbrial protein,fimbrial protein	pefC // STM14_RS00080 // STM14_RS00075	NC_016855.1	WP_001038510.1	588858	NA	NA	STM14_RS00080,WP_001038510.1,RS00080	WP_001038510.1,fimbrial protein
STM14_RS00620	10841	11245	R	STM14_RS00620	hypothetical protein,hypothetical protein	STM14_RS00620 // STM14_RS00615	NC_016856.1	WP_001258094.1	588858	NA	NA	STM14_RS00620,WP_001258094.1,RS00620	WP_001258094.1,hypothetical protein
STM14_RS00085	10932	13340	R	pefC	outer membrane usher protein,outer membrane usher protein PefC	pefC // STM14_RS00080 // STM14_RS00075	NC_016855.1	WP_000007893.1	588858	NA	NA	STM14_RS00085,pefC,WP_000007893.1,RS00085	WP_000007893.1,outer membrane usher protein,PefC
STM14_RS00625	11593	13509	D	dnaK	molecular chaperone,molecular chaperone DnaK	dnaK	NC_016856.1	WP_000516125.1	588858	NA	NA	STM14_RS00625,dnaK,WP_000516125.1,RS00625	WP_000516125.1,DnaK,molecular chaperone
STM14_RS00090	13568	14086	R	STM14_RS00090	fimbrial protein,fimbrial protein	STM14_RS00090	NC_016855.1	WP_000748205.1	588858	NA	NA	STM14_RS00090,WP_000748205.1,RS00090	WP_000748205.1,fimbrial protein
STM14_RS00630	13595	14734	D	dnaJ	molecular chaperone,molecular chaperone DnaJ	dnaJ	NC_016856.1	WP_001119009.1	588858	NA	NA	STM14_RS00630,dnaJ,WP_001119009.1,RS00630	WP_001119009.1,DnaJ,molecular chaperone
STM14_RS00095	14361	14663	R	pefB	Plasmid-encoded fimbriaeregulation,hypothetical protein	pefB	NC_016855.1	WP_000979451.1	588858	PapB	-	STM14_RS00095,pefB,WP_000979451.1,RS00095,PF03333.12	WP_000979451.1,PefB,Plasmid-encoded fimbriaeregulation,PapB
STM14_RS24270	14812	15012	R	STM14_RS24270	hypothetical protein,hypothetical protein	STM14_RS24270	NC_016855.1	WP_001526823.1	588858	NA	NA	STM14_RS24270,WP_001526823.1,RS24270	WP_001526823.1,hypothetical protein
STM14_RS00635	15014	15961	D	STM14_RS00635	LysR family transcriptional regulator,LysR family transcriptional regulator	STM14_RS00635	NC_016856.1	WP_000534902.1	588858	HTH_1	-	STM14_RS00635,WP_000534902.1,RS00635,PF00126.26	WP_000534902.1,LysR family transcriptional regulator,HTH_1
STM14_RS00100	15382	15763	D	STM14_RS00100	hypothetical protein	STM14_RS00100	NC_016855.1	NA	588858	NA	NA	STM14_RS00100,RS00100	
STM14_RS25780	15896	16111	D	STM14_RS25780	hypothetical protein	STM14_RS25780	NC_016855.1	NA	588858	NA	NA	STM14_RS25780,RS25780	
STM14_RS00640	16088	16432	D	STM14_0017	Putative bacteriophage protein,hypothetical protein	STM14_0017	NC_016856.1	WP_000026889.1	588858	NA	NA	STM14_RS00640,STM14_0017,WP_000026889.1,RS00640	WP_000026889.1,Putative bacteriophage protein
STM14_RS25785	16194	16376	D	STM14_RS25785	hypothetical protein,hypothetical protein	STM14_RS25785	NC_016855.1	WP_001687483.1	588858	NA	NA	STM14_RS25785,WP_001687483.1,RS25785	WP_001687483.1,hypothetical protein
STM14_RS00645	16493	17026	R	STM14_RS00645	hypothetical protein,hypothetical protein	STM14_RS00650 // STM14_RS00645	NC_016856.1	WP_001068132.1	588858	NA	NA	STM14_RS00645,WP_001068132.1,RS00645	WP_001068132.1,hypothetical protein
STM14_RS00110	16635	17624	R	STM14_RS00110	RepB family plasmid replication initiator protein,RepB family plasmid replication initiator protein	STM14_RS00110	NC_016855.1	WP_001527061.1	588858	NA	NA	STM14_RS00110,WP_001527061.1,RS00110	WP_001527061.1,RepB family plasmid replication initiator protein
STM14_RS00650	17043	17486	R	STM14_RS00650	transcriptional regulator,transcriptional regulator	STM14_RS00650 // STM14_RS00645	NC_016856.1	WP_000860684.1	588858	Trans_reg_C	-	STM14_RS00650,WP_000860684.1,RS00650,PF00486.27	WP_000860684.1,transcriptional regulator,Trans_reg_C
STM14_RS00655	17867	19966	D	STM14_RS00655	chitinase,chitinase	STM14_RS00660 // STM14_RS00655	NC_016856.1	WP_000235798.1	588858	NA	NA	STM14_RS00655,WP_000235798.1,RS00655	WP_000235798.1,chitinase
STM14_RS25790	18118	18414	R	STM14_5548	Putative cytoplasmic protein,hypothetical protein	STM14_5548	NC_016855.1	WP_001687482.1	588858	NA	NA	STM14_RS25790,STM14_5548,WP_001687482.1,RS25790	WP_001687482.1,Putative cytoplasmic protein
STM14_RS24280	18534	18764	D	STM14_RS24280	hypothetical protein	STM14_RS24280	NC_016855.1	NA	588858	NA	NA	STM14_RS24280,RS24280	
STM14_RS00120	18898	19419	R	STM14_5549	Putative periplasmic protein,hypothetical protein	STM14_5549	NC_016855.1	WP_010999942.1	588858	NA	NA	STM14_RS00120,STM14_5549,WP_010999942.1,RS00120	WP_010999942.1,Putative periplasmic protein
STM14_RS00660	20058	23054	D	STM14_RS00660	chitinase,chitinase	STM14_RS00660 // STM14_RS00655	NC_016856.1	WP_000155792.1	588858	NA	NA	STM14_RS00660,WP_000155792.1,RS00660	WP_000155792.1,chitinase
STM14_RS00125	20095	20313	D	ccdA	Toxin addiction system: antidote,hypothetical protein	STM14_RS00160 // STM14_RS00155 // STM14_RS25795 // STM14_RS00150 // STM14_RS00145 // STM14_5553 // STM14_5552 // ccdB // ccdA	NC_016855.1	WP_000813641.1	588858	-	CCDA_ECO57	STM14_RS00125,ccdA,WP_000813641.1,RS00125,-	WP_000813641.1,CcdA,Toxin addiction system: antidote,-
STM14_RS00130	20315	20620	D	ccdB	Toxin addiction system: toxin,hypothetical protein	STM14_RS00160 // STM14_RS00155 // STM14_RS25795 // STM14_RS00150 // STM14_RS00145 // STM14_5553 // STM14_5552 // ccdB // ccdA	NC_016855.1	WP_001159863.1	588858	NA	NA	STM14_RS00130,ccdB,WP_001159863.1,RS00130	WP_001159863.1,CcdB,Toxin addiction system: toxin
STM14_RS00135	20622	20912	D	STM14_5552	Putative cytoplasmic protein,hypothetical protein	STM14_RS00160 // STM14_RS00155 // STM14_RS25795 // STM14_RS00150 // STM14_RS00145 // STM14_5553 // STM14_5552 // ccdB // ccdA	NC_016855.1	WP_001266176.1	588858	NA	NA	STM14_RS00135,STM14_5552,WP_001266176.1,RS00135	WP_001266176.1,Putative cytoplasmic protein
STM14_RS00140	20909	21430	D	STM14_5553	Putative cytoplasmic protein,hypothetical protein	STM14_RS00160 // STM14_RS00155 // STM14_RS25795 // STM14_RS00150 // STM14_RS00145 // STM14_5553 // STM14_5552 // ccdB // ccdA	NC_016855.1	WP_000198608.1	588858	NA	NA	STM14_RS00140,STM14_5553,WP_000198608.1,RS00140	WP_000198608.1,Putative cytoplasmic protein
STM14_RS00145	21465	22247	D	STM14_RS00145	phage integrase family protein,phage integrase family protein	STM14_RS00160 // STM14_RS00155 // STM14_RS25795 // STM14_RS00150 // STM14_RS00145 // STM14_5553 // STM14_5552 // ccdB // ccdA	NC_016855.1	WP_000082169.1	588858	NA	NA	STM14_RS00145,WP_000082169.1,RS00145	WP_000082169.1,phage integrase family protein
STM14_RS00150	22256	22807	D	STM14_RS00150	EAL domain-containing protein,EAL domain-containing protein	STM14_RS00160 // STM14_RS00155 // STM14_RS25795 // STM14_RS00150 // STM14_RS00145 // STM14_5553 // STM14_5552 // ccdB // ccdA	NC_016855.1	WP_000545754.1	588858	NA	NA	STM14_RS00150,WP_000545754.1,RS00150	WP_000545754.1,EAL domain-containing protein
STM14_RS25795	22820	22969	D	STM14_RS25795	diguanylate phosphodiesterase,diguanylate phosphodiesterase	STM14_RS00160 // STM14_RS00155 // STM14_RS25795 // STM14_RS00150 // STM14_RS00145 // STM14_5553 // STM14_5552 // ccdB // ccdA	NC_016855.1	WP_077679773.1	588858	NA	NA	STM14_RS25795,WP_077679773.1,RS25795	WP_077679773.1,diguanylate phosphodiesterase
STM14_RS00155	22973	23482	D	STM14_RS00155	CaiF/GrlA family transcriptional regulator,CaiF/GrlA family transcriptional regulator	STM14_RS00160 // STM14_RS00155 // STM14_RS25795 // STM14_RS00150 // STM14_RS00145 // STM14_5553 // STM14_5552 // ccdB // ccdA	NC_016855.1	WP_001541544.1	588858	CaiF_GrlA	-	STM14_RS00155,WP_001541544.1,RS00155,PF07180.10	WP_001541544.1,CaiF/GrlA family transcriptional regulator,CaiF_GrlA
STM14_RS00665	23335	24039	D	STM14_0025	Putative cytoplasmic protein,hypothetical protein	STM14_0025	NC_016856.1	WP_000738617.1	588858	NA	NA	STM14_RS00665,STM14_0025,WP_000738617.1,RS00665	WP_000738617.1,Putative cytoplasmic protein
STM14_RS00160	23476	23961	D	STM14_RS00160	membrane protein,membrane protein	STM14_RS00160 // STM14_RS00155 // STM14_RS25795 // STM14_RS00150 // STM14_RS00145 // STM14_5553 // STM14_5552 // ccdB // ccdA	NC_016855.1	WP_000905606.1	588858	NA	NA	STM14_RS00160,WP_000905606.1,RS00160	WP_000905606.1,membrane protein
STM14_RS00670	24469	25011	D	bcfA	fimbrial protein,fimbrial protein BcfA	bcfA	NC_016856.1	WP_000743357.1	588858	NA	NA	STM14_RS00670,bcfA,WP_000743357.1,RS00670	WP_000743357.1,BcfA,fimbrial protein
STM14_RS00170	24681	25241	D	STM14_RS00170	inverse autotransporter beta-barrel domain-containing protein,inverse autotransporter beta-barrel domain-containing protein	STM14_RS00170	NC_016855.1	WP_000900095.1	588858	NA	NA	STM14_RS00170,WP_000900095.1,RS00170	WP_000900095.1,inverse autotransporter beta-barrel domain-containing protein
STM14_RS00675	25112	25798	D	bcfB	fimbrial chaperone protein,fimbrial chaperone protein BcfB	STM14_RS00700 // bcfF // bcfE // fimH // STM14_RS00680 // bcfB	NC_016856.1	WP_000742551.1	588858	NA	NA	STM14_RS00675,bcfB,WP_000742551.1,RS00675	WP_000742551.1,BcfB,fimbrial chaperone protein
STM14_RS00175	25308	25658	R	STM14_RS00175	transposase,transposase	STM14_RS00175	NC_016855.1	WP_001541541.1	588858	NA	NA	STM14_RS00175,WP_001541541.1,RS00175	WP_001541541.1,transposase
STM14_RS24290	25715	26139	D	STM14_RS24290	IS200/IS605 family transposase	STM14_RS24290	NC_016855.1	NA	588858	NA	NA	STM14_RS24290,RS24290	
STM14_RS00680	25803	28424	D	STM14_RS00680	fimbrial biogenesis outer membrane usher protein,fimbrial biogenesis outer membrane usher protein	STM14_RS00700 // bcfF // bcfE // fimH // STM14_RS00680 // bcfB	NC_016856.1	WP_001245854.1	588858	NA	NA	STM14_RS00680,WP_001245854.1,RS00680	WP_001245854.1,fimbrial biogenesis outer membrane usher protein
STM14_RS00185	26266	26916	R	spvD	SPI-2 type III secretion system effector cysteine hydrolase,SPI-2 type III secretion system effector cysteine hydrolase SpvD	spvD	NC_016855.1	WP_001575489.1	588858	NA	NA	STM14_RS00185,spvD,WP_001575489.1,RS00185	WP_001575489.1,SPI-2 type III secretion system effector cysteine hydrolase,SpvD
STM14_RS00190	27177	27902	R	spvC	type III secretion system effector phosphothreonine lyase,type III secretion system effector phosphothreonine lyase SpvC	spvC	NC_016855.1	WP_001122242.1	588858	NA	NA	STM14_RS00190,spvC,WP_001122242.1,RS00190	WP_001122242.1,SpvC,type III secretion system effector phosphothreonine lyase
STM14_RS00195	28183	29958	R	spvB	SPI-2 type III secretion system effector NAD(+)--protein-arginine ADP-ribosyltransferase,SPI-2 type III secretion system effector NAD(+)--protein-arginine ADP-ribosyltransferase SpvB	spvB	NC_016855.1	WP_001676648.1	588858	NA	NA	STM14_RS00195,spvB,WP_001676648.1,RS00195	WP_001676648.1,SPI-2 type III secretion system effector NAD(+)--protein-arginine ADP-ribosyltransferase,SpvB
STM14_RS00685	28425	29432	D	fimH	fimbrial adhesin,fimbrial adhesin FimH	STM14_RS00700 // bcfF // bcfE // fimH // STM14_RS00680 // bcfB	NC_016856.1	WP_000701247.1	588858	NA	NA	STM14_RS00685,fimH,WP_000701247.1,RS00685	WP_000701247.1,fimbrial adhesin,FimH,protein
STM14_RS00690	29433	29978	D	bcfE	fimbrial protein,fimbrial protein BcfE	STM14_RS00700 // bcfF // bcfE // fimH // STM14_RS00680 // bcfB	NC_016856.1	WP_001082039.1	588858	NA	NA	STM14_RS00690,bcfE,WP_001082039.1,RS00690	WP_001082039.1,BcfE,fimbrial protein
STM14_RS00695	29994	30512	D	bcfF	fimbrial protein,fimbrial protein BcfF	STM14_RS00700 // bcfF // bcfE // fimH // STM14_RS00680 // bcfB	NC_016856.1	WP_001243232.1	588858	NA	NA	STM14_RS00695,bcfF,WP_001243232.1,RS00695	WP_001243232.1,BcfF,fimbrial protein
STM14_RS00200	30140	30907	R	STM14_RS00200	outer membrane protein,outer membrane protein	STM14_RS00200	NC_016855.1	WP_001526990.1	588858	NA	NA	STM14_RS00200,WP_001526990.1,RS00200	WP_001526990.1,outer membrane protein
STM14_RS00700	30478	31209	D	STM14_RS00700	fimbrial chaperone,fimbrial chaperone	STM14_RS00700 // bcfF // bcfE // fimH // STM14_RS00680 // bcfB	NC_016856.1	WP_001135039.1	588858	NA	NA	STM14_RS00700,WP_001135039.1,RS00700	WP_001135039.1,fimbrial chaperone
STM14_RS00205	31081	31245	R	STM14_RS00205	lysozyme,lysozyme	STM14_RS00205	NC_016855.1	WP_001576629.1	588858	NA	NA	STM14_RS00205,WP_001576629.1,RS00205	WP_001576629.1,lysozyme
STM14_RS00705	31274	32119	D	bcfH	Putative thiol-disulfide isomerase,hypothetical protein	STM14_RS00710 // bcfH	NC_016856.1	WP_000291392.1	588858	NA	NA	STM14_RS00705,bcfH,WP_000291392.1,RS00705	WP_000291392.1,BcfH,Putative thiol-disulfide isomerase
STM14_RS00210	31419	32312	R	spvR	virulence genes transcriptional activator,virulence genes transcriptional activator SpvR	spvR	NC_016855.1	WP_000346691.1	588858	HTH_1	-	STM14_RS00210,spvR,WP_000346691.1,RS00210,PF00126.26	WP_000346691.1,SpvR,virulence genes transcriptional activator,HTH_1
STM14_RS00710	32158	32445	D	STM14_RS00710	hypothetical protein,hypothetical protein	STM14_RS00710 // bcfH	NC_016856.1	WP_000839833.1	588858	NA	NA	STM14_RS00710,WP_000839833.1,RS00710	WP_000839833.1,hypothetical protein
STM14_RS00715	32545	32994	R	STM14_RS00715	transcriptional regulator,transcriptional regulator	STM14_RS00715	NC_016856.1	WP_001250362.1	588858	Trans_reg_C	-	STM14_RS00715,WP_001250362.1,RS00715,PF00486.27	WP_001250362.1,transcriptional regulator,Trans_reg_C
STM14_RS00215	32921	33958	D	STM14_RS00215	IS630 family transposase,IS630 family transposase	STM14_RS00215	NC_016855.1	WP_001121399.1	588858	NA	NA	STM14_RS00215,WP_001121399.1,RS00215	WP_001121399.1,IS630 family transposase
STM14_RS00720	33364	34368	D	STM14_RS00720	LysR family transcriptional regulator,LysR family transcriptional regulator	STM14_RS00720	NC_016856.1	WP_001247395.1	588858	HTH_1	-	STM14_RS00720,WP_001247395.1,RS00720,PF00126.26	WP_001247395.1,LysR family transcriptional regulator,HTH_1
STM14_RS00220	34147	35172	R	STM14_RS00220	ATPase AAA,ATPase AAA	STM14_RS00230 // STM14_RS00225 // STM14_RS00220	NC_016855.1	WP_001576625.1	588858	NA	NA	STM14_RS00220,WP_001576625.1,RS00220	WP_001576625.1,ATPase AAA
STM14_RS00725	34376	34816	R	STM14_RS00725	transcriptional regulator,transcriptional regulator	STM14_RS00725	NC_016856.1	WP_000158347.1	588858	Trans_reg_C	-	STM14_RS00725,WP_000158347.1,RS00725,PF00486.27	WP_000158347.1,transcriptional regulator,Trans_reg_C
STM14_RS00225	35105	36769	R	STM14_RS00225	IS481 family transposase,IS481 family transposase	STM14_RS00230 // STM14_RS00225 // STM14_RS00220	NC_016855.1	WP_000098783.1	588858	NA	NA	STM14_RS00225,WP_000098783.1,RS00225	WP_000098783.1,IS481 family transposase
STM14_RS00730	35339	37057	D	STM14_RS00730	arylsulfatase,arylsulfatase	STM14_RS00730	NC_016856.1	WP_001036514.1	588858	NA	NA	STM14_RS00730,WP_001036514.1,RS00730	WP_001036514.1,arylsulfatase
STM14_RS00230	36753	37313	R	STM14_RS00230	recombinase family protein,recombinase family protein	STM14_RS00230 // STM14_RS00225 // STM14_RS00220	NC_016855.1	WP_001240331.1	588858	NA	NA	STM14_RS00230,WP_001240331.1,RS00230	WP_001240331.1,recombinase family protein
STM14_RS00735	37103	38674	R	STM14_RS00735	bifunctional metallophosphatase/5'-nucleotidase,bifunctional metallophosphatase/5'-nucleotidase	STM14_RS00735	NC_016856.1	WP_000262866.1	588858	NA	NA	STM14_RS00735,WP_000262866.1,RS00735	WP_000262866.1,bifunctional metallophosphatase/5'-nucleotidase
STM14_RS00235	37520	38260	R	STM14_RS00235	carbonic anhydrase,carbonic anhydrase	STM14_RS00235	NC_016855.1	WP_001541566.1	588858	NA	NA	STM14_RS00235,WP_001541566.1,RS00235	WP_001541566.1,carbonic anhydrase
STM14_RS00740	38773	39534	R	STM14_0043	Putative outer membrane/exported protein,hypothetical protein	STM14_0043	NC_016856.1	WP_000791534.1	588858	NA	NA	STM14_RS00740,STM14_0043,WP_000791534.1,RS00740	WP_000791534.1,Putative outer membrane/exported protein
STM14_RS00240	38915	39403	R	STM14_5570	Putative cytoplasmic protein,hypothetical protein	STM14_5570	NC_016855.1	WP_001135407.1	588858	NA	NA	STM14_RS00240,STM14_5570,WP_001135407.1,RS00240	WP_001135407.1,Putative cytoplasmic protein
STM14_RS00245	39662	40777	D	tlpA	Alpha-helical coiled coil protein,hypothetical protein	tlpA	NC_016855.1	WP_001247118.1	588858	NA	NA	STM14_RS00245,tlpA,WP_001247118.1,RS00245	WP_001247118.1,Alpha-helical coiled coil protein,TlpA
STM14_RS00745	40131	41624	D	STM14_RS00745	arylsulfatase,arylsulfatase	STM14_RS00745	NC_016856.1	WP_000831880.1	588858	NA	NA	STM14_RS00745,WP_000831880.1,RS00745	WP_000831880.1,arylsulfatase
STM14_RS00250	40863	41279	D	STM14_5572	Putative DNA polymerase III epsilon subunit (3'-5' exonuclease),hypothetical protein	STM14_5572	NC_016855.1	WP_001541564.1	588858	NA	NA	STM14_RS00250,STM14_5572,WP_001541564.1,RS00250	WP_001541564.1,Putative DNA polymerase III epsilon subunit (3'-5' exonuclease)
STM14_RS00255	41463	41798	D	STM14_RS00255	hypothetical protein,hypothetical protein	STM14_RS00255	NC_016855.1	WP_001527010.1	588858	NA	NA	STM14_RS00255,WP_001527010.1,RS00255	WP_001527010.1,hypothetical protein
STM14_RS00750	41723	42913	D	STM14_RS00750	anaerobic sulfatase maturase,anaerobic sulfatase maturase	STM14_0046 // STM14_RS00750	NC_016856.1	WP_000971148.1	588858	NA	NA	STM14_RS00750,WP_000971148.1,RS00750	WP_000971148.1,anaerobic sulfatase maturase
STM14_RS00260	41855	42456	D	STM14_RS00260	hypothetical protein	STM14_RS00260	NC_016855.1	NA	588858	NA	NA	STM14_RS00260,RS00260	
STM14_RS00265	42453	43394	R	STM14_5574	Putative cytoplasmic protein,hypothetical protein	STM14_5574	NC_016855.1	WP_000728917.1	588858	NA	NA	STM14_RS00265,STM14_5574,WP_000728917.1,RS00265	WP_000728917.1,Putative cytoplasmic protein
STM14_RS00755	42932	44185	D	STM14_0046	Putative cytoplasmic protein,hypothetical protein	STM14_0046 // STM14_RS00750	NC_016856.1	WP_001055831.1	588858	NA	NA	STM14_RS00755,STM14_0046,WP_001055831.1,RS00755	WP_001055831.1,Putative cytoplasmic protein
STM14_RS00270	43809	45014	D	STM14_RS00270	ParA family protein,ParA family protein	parB // STM14_RS00270	NC_016855.1	WP_000427676.1	588858	NA	NA	STM14_RS00270,WP_000427676.1,RS00270	WP_000427676.1,ParA family protein
STM14_RS00760	44312	46027	D	STM14_RS00760	arylsulfatase,arylsulfatase	STM14_RS00760	NC_016856.1	WP_001094892.1	588858	NA	NA	STM14_RS00760,WP_001094892.1,RS00760	WP_001094892.1,arylsulfatase
STM14_RS00275	45011	45988	D	parB	chromosome partitioning protein,chromosome partitioning protein ParB	parB // STM14_RS00270	NC_016855.1	WP_001541561.1	588858	NA	NA	STM14_RS00275,parB,WP_001541561.1,RS00275	WP_001541561.1,chromosome partitioning protein,ParB
